url,twitterUrl,id,text,SEVERITY LEVEL
https://x.com/gkweb3/status/1816013386972553304,https://twitter.com/gkweb3/status/1816013386972553304,1816013386972553304,baha along rockwell #makati (parang mag-overflow na rin pasig river??) #carinaph (stay safe and dry 🙏🏽) https://t.co/gYblfgyVWm,MODERATE
https://x.com/AttackPig00/status/1816639007494930567,https://twitter.com/AttackPig00/status/1816639007494930567,1816639007494930567,"OFW PARTY LIST HELPS AFFECTED FAMILIES AND COMMUNITIES OF OFWS IN NCR AND NEARBY PROVINCES
 
In response to the devastation caused by Super Typhoon Carina, OFW Party List Representative Marissa ""Del Mar"" Magsino has spearheaded a relief operation to aid affected families and communities of Overseas Filipino Workers (OFWs).
 
The OFW Party List distributed essential goods, including boxes of mineral water, biscuits, and toiletry kits to OFWs, their families, and communities in Makati, Mandaluyong, Marikina, Quezon City, Caloocan, Manila, and Pateros.
 
OFW Party List Leader Kateh Baluyot Zafe’s home was inundated by floodwaters in Mandaluyong during the peak of rainfall yesterday. She asked help from the OFW Party List and immediately received boxes of goods to share with her family and neighbors. She said, “Marami po sa mga kapamilya ng ating OFWs ang apektado ng bagyo. Binaha po ang aming bahay at wala kaming makain lalo’t pagod sa paglilinis ng mga nasirang gamit. Kaya’t humingi po kami ng tulong sa OFW Party List at nagpapasalamat sa agarang tulong nila sa amin pati sa mga kapitbahay namin.”
 
In Marikina, Ms. Pureza Aganan, a sibling of a Filipino seafarer, also received help from OFW Party List. Two floors of her home in Barangay Sto. Nino, Marikina City, was submerged in floodwater.
 
“Naiyak na ako sa pagod. Kinailangan isalba ang mga kapamilya at mga gamit sa mabilis na pagtaas ng baha sa amin. Nagpapasalamat ako na kaagapay namin sa pagbangon sa sakuna ang OFW Party List.”, said Pureza Aganan.
 
Recognizing the widespread impact of the calamity, the OFW Party List and Rep. Marissa ""Del Mar"" Magsino also plan to extend their relief distribution to Bulacan, Laguna, and Cavite in coordination with other government agencies.
 
OFW Party List Representative Marissa ""Del Mar"" Magsino has been in touch with OFW communities for the groundwork necessary for the proper distribution of goods and help to those affected by the typhoon.
 
“Inaalagaan natin ang mga kapamilya at komunidad ng ating mga OFWs ayon sa ating mandato. Subalit gusto din natin na lahat ng pwedeng matulungang komunidad ay marating ng ating kalinga.”, said Rep. Marissa ""Del Mar"" Magsino.
 
Rep. Marissa ""Del Mar"" Magsino also commends the government for its speedy action to help around one million people affected by the typhoon.
 
“Lahat po ngayon na nasa gobyerno ay tulung-tulong sa pagsasaayos at pag-aalaga sa mga nasalanta. Bagama’t may mga naiulat na nasawi, marami pa rin sa atin ang nasa ligtas na kalagayan dahil sa naging aksyon ng ating pamahalaan at pagtutulungan ng mga kababayan.”, added Rep. Marissa ""Del Mar"" Magsino.
 
Meanwhile, Super Typhoon Carina, with the international name Gaemi, has been reported to have entered Taiwan and will soon batter China. Rep. Marissa ""Del Mar"" Magsino calls on the OFWs in Taiwan and China to remain vigilant amidst the typhoon.

“Sa mga OFWs po na nasa Taiwan, protektahan po ninyo ang inyong mga sarili. Maging handa at buksan ang communication channels sa ating Manila Economic and Cultural Office at sa ating Migrant Workers Office. Sa ating mga kababayan sa China, seryoso po ang pinsalang dala ng bagyo. Mag-ingat po at magdasal.”, said Rep. Marissa ""Del Mar"" Magsino.",NOT RELEVANT
https://x.com/DrayyRaymond/status/1816003538906161426,https://twitter.com/DrayyRaymond/status/1816003538906161426,1816003538906161426,"‼️‼️‼️UPDATE AS OF NOW IN MARIKINA RIVER!

The Marikina River reached a water level of 20.2 meters at 2:20 PM on Wednesday.

#CarinaPH #Baha #MarikinaRiver #Typhoon

Cttto https://t.co/ysp1kPLKu0",SEVERE
https://x.com/tribunephl/status/1817501821721804979,https://twitter.com/tribunephl/status/1817501821721804979,1817501821721804979,"TUGBOATS ALONG PASIG

LOOK: Three tugboats pull a barge over the Pasig River on Sunday, 28 July 2024. A recent incident at the F. Manalo Bridge in Pasig City, damaged by the collision of wayward barges and boats during Typhoon Carina, was ruled an accident by Grecile Christopher Damo, project manager of the DPWH Unified Project Management Office - Flood Control Management Cluster. He stated that the barges were tied according to standard operating procedure, but the incident is still being investigated. KING RODRIGUEZ

For more photos: https://t.co/ooiPzHoPp4",SEVERE
https://x.com/MasungiGeo/status/1817175614207447313,https://twitter.com/MasungiGeo/status/1817175614207447313,1817175614207447313,"WHAT ABOUT OUR GREEN INFRASTRUCTURE? 🌳

 Unsustainable developments and human activities such as quarrying and land-use conversion, have led to severe deforestation of the Upper Marikina Watershed.

 Deforestation has increased flood and disaster risk in downstream cities such as Pasig, Quezon City, and Marikina, as water flows from these mountains all the way to Manila Bay. Unfortunately, studies have cited continued deforestation despite its protected status since 1904. 

What bold actions do you think need to happen to reverse this? As we talk about solutions in grey infrastructure, what about our green infrastructure? 🌊",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1816814900414706047,https://twitter.com/PAGASAFFWS/status/1816814900414706047,1816814900414706047,"NCR/Pasig Marikina Laguna De Bay River Basin
Flood Bulletin #9 Final
Issued at 9PM, 26 July 2024 https://t.co/WDyJnz9SM1",NOT RELEVANT
https://x.com/randomran___/status/1816467628103467459,https://twitter.com/randomran___/status/1816467628103467459,1816467628103467459,"@goodkidbikecity DPWH abandoned using UST open field as the stormwater basin and used the whole Blumentritt Street (from Rizal Avenue to España) to be a flood control catchment/diversion system from nearby hilly barangays of QC to esteros of Manila &amp; Pasig River.
 https://t.co/fGdhti9NJ5 https://t.co/a04r4VwujT",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1816457267736408466,https://twitter.com/PAGASAFFWS/status/1816457267736408466,1816457267736408466,"NCR/Pasig Marikina Laguna De Bay River Basin
Flood Bulletin #7
Issued at 9:00 PM, 25 July 2024 https://t.co/oj9IqbpNIk",NOT RELEVANT
https://x.com/Gelo_Arciaga/status/1816381553343357440,https://twitter.com/Gelo_Arciaga/status/1816381553343357440,1816381553343357440,"I emphasize the importance of understanding flood control management in Metro Manila. The MMDA leads these efforts, with the Department of Public Works and Highways handling the Pasig-Marikina Flood control program. https://t.co/ExdYP9uq4d",NOT RELEVANT
https://x.com/heritageispeopl/status/1816197769864044710,https://twitter.com/heritageispeopl/status/1816197769864044710,1816197769864044710,"Flooding at Bilibid Viejo, Quiapo, Manila 1915. Quiapo has since been flood-prone, being a ""River delta"". A land mass with many esteros feeding flood water from the north to the Pasig River.

Nowadays those floodways are gone, replaced by roads.

#CarinaPH #HeritageisPeople https://t.co/9CKAgVJGW9",MILD
