url,twitterUrl,text,imageSeverity
https://x.com/bella_ciaaoo/status/1831582162556264471,https://twitter.com/bella_ciaaoo/status/1831582162556264471,nonstop rain + baha + really bad traffic 🥲 hayyy pasig.. 🙃,NOT RELEVANT
https://x.com/honeybfly1929/status/1830414223941497152,https://twitter.com/honeybfly1929/status/1830414223941497152,@_beetrix How are you there in Pasig? Baha na ba?,NOT RELEVANT
https://x.com/anthropam/status/1831570149167841589,https://twitter.com/anthropam/status/1831570149167841589,"New normal: 1 month of rain in just 4 days in NCR &amp; Rizal. 

If this isnt a case for urgent Upper Marikina Watershed restoration, green public spaces (not bermuda), Pasig River &amp;Laguna Lake rehab &amp; other nature-based flood management methods -then I dont know what is.

#EntengPH",NOT RELEVANT
https://x.com/jellysexychub/status/1831502039119282354,https://twitter.com/jellysexychub/status/1831502039119282354,@MMDA do we have flood upd8 in Pasig for Greenwoods area?,NOT RELEVANT
https://x.com/indigLowe/status/1831293088381436184,https://twitter.com/indigLowe/status/1831293088381436184,@MMDA  is there reported flood in pasig area? Greenwoods going to BGC?,NOT RELEVANT
https://x.com/inquirerdotnet/status/1831530790603329691,https://twitter.com/inquirerdotnet/status/1831530790603329691,"Asked by ACT Teachers Rep. France Castro whether the DOST has updated flood and hazard maps, Solidum shows them a DOST product: the Hazard Hunter (https://t.co/HfdTR8jRuT), to which an impressed Marikina Rep. Stella Quimbo says: Wow, bakit di natin alam yan? | @krixiasINQ",NOT RELEVANT
https://x.com/subingsquared_/status/1831530505797562420,https://twitter.com/subingsquared_/status/1831530505797562420,"Asked by ACT Teachers Rep. France Castro whether the DOST has updated flood and hazard maps, Solidum shows them a DOST product: the Hazard Hunter (https://t.co/ep8lMT7U9U), to which an impressed Marikina Rep. Stella Quimbo says: Wow, bakit di natin alam yan?",NOT RELEVANT
https://x.com/TheGUIDON/status/1831292546196382126,https://twitter.com/TheGUIDON/status/1831292546196382126,"FLOOD ADVISORY: Amid persistent rains, the Marikina River water level rises to 15 meters as of 7:05 PM, raising its status to first alarm.  

Residents are advised to be on alert for updates and prepare for evacuation procedures as rainfall continues. https://t.co/yHUMeqhM0h",NOT RELEVANT
https://x.com/pnagovph/status/1831250830886138159,https://twitter.com/pnagovph/status/1831250830886138159,"President Ferdinand R. Marcos Jr. on Wednesday conducted an aerial inspection of flood-hit areas in the cities of Marikina and Antipolo during the onslaught of Severe Tropical Storm Enteng (Yagi).

https://t.co/ODlkFnqNxU",NOT RELEVANT
https://x.com/RuthAbbey/status/1831201669406703888,https://twitter.com/RuthAbbey/status/1831201669406703888,"WATCH: President Ferdinand R. Marcos Jr. on Wednesday (Sept. 4, 2024) conducts an aerial inspection of flood-hit areas in Marikina and Antipolo. (Videos from MPC Pool) @pnagovph https://t.co/REifos3kBb",NOT RELEVANT
https://x.com/ABSCBNNews/status/1831127864219259227,https://twitter.com/ABSCBNNews/status/1831127864219259227,"[As of 8:00 a.m., Wednesday, September 4, 2024] 

@dost_pagasa releases Heavy Rainfall Warning to the following areas due to the enhanced southwest monsoon (Habagat). 

🟠 ORANGE WARNING LEVEL: Bataan and Zambales.

ASSOCIATED HAZARD: FLOODING is still THREATENING.

🟡 YELLOW WARNING LEVEL: Tarlac, Pampanga, Bulacan, Metro Manila (Caloocan, Malabon, Navotas, Valenzuela, Quezon City, San Juan, Marikina, Manila) and Rizal (Rodriguez, San Mateo).

ASSOCIATED HAZARD: Possible FLOODING in flood-prone areas.

#WeatherPatrol",NOT RELEVANT
