url,twitterUrl,text,imageSeverity
https://x.com/euri/status/4497805635,https://twitter.com/euri/status/4497805635,"RT @CyJen GREENWOODS CAINTA/PASIG AREA! 4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/dembercastaneda/status/4496547521,https://twitter.com/dembercastaneda/status/4496547521,"RT @gelfish92 GREENWOODS CAINTA/PASIG! 4days ng baha, til now wlang pramdam ang govt sa area. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/jdheruelarph/status/4496142571,https://twitter.com/jdheruelarph/status/4496142571,"RT @miriamq @gelfish92 GREENWOODS CAINTA/PASIG AREA! 4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2 #fb",NOT RELEVANT
https://x.com/manoyjoe/status/4496091034,https://twitter.com/manoyjoe/status/4496091034,"RT @miriamq: RT: @gelfish92 GREENWOODS CAINTA/PASIG AREA!  4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/allaninski/status/4495978937,https://twitter.com/allaninski/status/4495978937,"RT @triciadata: RT: @gelfish92 GREENWOODS CAINTA/PASIG AREA! 4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/triciadata/status/4495916795,https://twitter.com/triciadata/status/4495916795,"RT: @gelfish92 GREENWOODS CAINTA/PASIG AREA! 4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/m3anstreak/status/4495895698,https://twitter.com/m3anstreak/status/4495895698,"RT @miriamq: RT: @gelfish92 GREENWOODS CAINTA/PASIG AREA!  4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/officialmiriamq/status/4495883656,https://twitter.com/officialmiriamq/status/4495883656,"RT: @gelfish92 GREENWOODS CAINTA/PASIG AREA!  4days ng baha, til now no help yet. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/BigDtalks/status/4495076288,https://twitter.com/BigDtalks/status/4495076288,"RT @gelfish92 GREENWOODS CAINTA/PASIG! 4days ng baha, til now wlang pramdam ang govt sa area. Please RT & help them. http://pic.gd/12c4c2",NOT RELEVANT
https://x.com/itsmeaizeee/status/4390876874,https://twitter.com/itsmeaizeee/status/4390876874,"RT @iloveruffag: No help has arrived yet at Provident Village,Marikina! A house is floating on Marikina river! Cainta,Rizal 15feet baha!",NOT RELEVANT
