"attachments/0/accessibilityCaption","attachments/0/id","attachments/0/type","attachments/0/url","author/id","author/name","author/profilePicture","author/profileUrl","commentsCount","postId","postText","reactions/like","reactions/sorry","reactionsCount","sharesCount","timestamp","url"
,,,,"100044737320314","Tibok ng mga PuSo","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/310055898_675538597280712_4199185549357695616_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx645x645&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=OlNHAh3m0qMQ7kNvwG0IzoB&_nc_oc=AdqF6_vfeZyhtgyP5JYWtrN5QVgtAPWzX84m6_aqjolb3CNVPLE_oXsETOt_KZXSI7A&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=2CmzYOZg4sPwHlQlX7Q2Aw&_nc_ss=7c2a8&oh=00_AQC_F2zE1qjJtReaN5MzIHyIl_Y_whcYogLCW2OyQhiKwQ&oe=6A602B16","https://www.facebook.com/bastapusoangusapan","31","622270204480838","#blackberry

..San ka titira!!!???

Sa luzOn na may baha!??
Sa visayas na may lindOL!!?
Sa mindanaO na may giyera,,!!?

Ohh,
Sa pusO kO na payapa ka at ikaw lang mag isa..!!....
Its ur chOice san kaba..!! 
:)","50",,"50","7","1383906297000","https://www.facebook.com/bastapusoangusapan/posts/pfbid0miEU1k8ZHT18DLGWYwPwJ3DCuQHGk3tVxnJmBjFbXZPiq4AWToHgxvgcVvFUW9z7l"
"No photo description available.","320520608089593","photo","https://www.facebook.com/photo/?fbid=320520608089593&set=gm.10152030114195833","100003949682556","Paul de Guzman","https://scontent-iad3-1.xx.fbcdn.net/v/t39.30808-1/420124988_2832179863590309_1374838278193566534_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx960x960&ctp=s24x24&_nc_cat=110&ccb=1-7&_nc_sid=1d2534&_nc_ohc=6U4e1Ol_J4gQ7kNvwGTYKNv&_nc_oc=Adq8EqTM6wz5DUuel3tZ5ni7UfjVMVC3AAzxFIC8iax8U6e9uDH_zNFCkt7ScJYhQSI&_nc_zt=24&_nc_ht=scontent-iad3-1.xx&_nc_gid=UGhyb3e4JxztsC_gwcwlHA&_nc_ss=7c2a8&oh=00_AQA1xg1QJk_r_9p5fkb_YDcCNZ4nlpj0-7f848rpHQM88g&oe=6A601020","https://www.facebook.com/paul.deguzman.75","22","10152030114195833","ORATIO IMPERATA PARA SA PAGHINTO NG ULAN AT BAHA

Panginoon, sa hudyat ng iyong salita
sumusunod ang hangin at dagat.
Iunat mo ang iyong mapagpalang kamay
upang huminto na ang ulan at pagbaha.

Lingapin mo ang aming mga kapatid
na ngayo'y giniginaw, nagugutom at lubog sa baha.
Pawiin mo ang lahat ng aming mga takot at pangamba.
Imulat mo ang aming mga mata
at buksan ang aming mga puso
upang makatugon kami sa pangangailangan ng bawa't isa.
Amen.

Nuestra Señora de la Paz y Buen Viaje, Ipanalangin mo po kami...

Nuestro Padre Jesus Nazareno, Dingin mo at Ipagkaloob ang aming Panalangin...","164",,"164","0","1383902447000","https://www.facebook.com/groups/166120400832/permalink/10152030114195833/"
,,,,"100064692128781","News Ngayon","https://scontent-iad6-1.xx.fbcdn.net/v/t1.30497-1/453178253_471506465671661_2781666950760530985_n.png?stp=cp0_dst-png&cstp=mx2048x2048&ctp=s40x40&_nc_cat=1&ccb=1-7&_nc_sid=3e70f4&_nc_ohc=xrEZogmpOGwQ7kNvwGjSOS6&_nc_oc=AdrBcohv2qyM--lgC3iS2D8XHqIuHgf6JldAhj5Ujf7kyDZsHJ4CgWkM5b7K9Pvn1vg&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_ss=7c2a8&oh=00_AQB3EnhrpATlypRLwYExWd49Hci7ZvjjjbggMO-ruFkuGg&oe=6A81B2FA","https://www.facebook.com/noonkangayon143","84","564602573622620","..San ka titira!!!???

Sa luzOn na may baha!??
Sa visayas na may lindOL!!?
Sa mindanaO na may giyera,,!!?

Ohh,
Sa pusO kO na payapa ka at ikaw lang mag isa..!!....
Its ur chOice san kaba..!! :)

#Oreo","298",,"298","68","1383904264000","https://www.facebook.com/noonkangayon143/posts/pfbid0pwRG97kGWLzgW6wucKW42nMmNxUXuazQMi76LsfKP5SCduVJ962XzXviaXxr6H25l"
,,,,"1582792122","Jobert Yob Bolanos","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/466113967_10231152398664982_901889684213992191_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx670x670&ctp=s24x24&_nc_cat=106&ccb=1-7&_nc_sid=1d2534&_nc_ohc=jFxf9IugwHwQ7kNvwHgmQrl&_nc_oc=AdqHwmUNt99G7f2pVLtyVSZToOvl1QLoAQByJ-iLXDrqrprZB4aZDhKPB-vTjrNJn7Q&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=UGhyb3e4JxztsC_gwcwlHA&_nc_ss=7c2a8&oh=00_AQAccdr-UmqrQ2v1T3t6mENxARwacZTzHzyPe-xg_f7VNA&oe=6A600841","https://www.facebook.com/jobert.bolanos","37","817351201624422","OPERATION: YOLANDA VICTIMS CLOTHES DRIVE

In light of the passing storm, there is an abundance of DSWD relief goods for distribution to the affected cities.

Subalit, ang mga nasalanta ng bagyo at baha ay nawalang ng kagamitan upang mabuhay ng matiwasay. Isa sa mga kagamitang ito ang damit na syang pangunahing pangangailangan ng bawat tao.

Sa darating na Sabado, buong maghapon, tayoy'y magtipon tipon upang mangolekta ng mga lumang damit na ating ipapamahagi sa mga nasalanta ng bagyo.

Mga kailangan:

Magandang location upang makapag kita kita... (initial location will be at my house in Marikina)
Isang volunteer na hahakot ng lahat na makokolekta...
Isang grupo na tatanggap ng ating makokolekta upang maipadala sa mga nangangailangan...

Sama sama, tulong tulong at maki isa sa pagtulong sa mga nasalanta ng bagyong Yolanda...","94",,"94","5","1383982758000","https://www.facebook.com/groups/mcrightsorg/permalink/817351201624422/"
"No photo description available.","469315719853237","photo","https://www.facebook.com/photo/?fbid=469315719853237&set=a.477767484385691","100064573310812","Sa Puso Mo Ang Paraiso Ko","https://scontent-iad6-1.xx.fbcdn.net/v/t39.30808-1/274225960_4820632641388168_4933123399252001652_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx750x750&ctp=s40x40&_nc_cat=102&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=8OJ2uUT-2OwQ7kNvwE8tK02&_nc_oc=Adpu0Ri1xMPU9ZqCEmpQLFCkug7QvUkqBHXvdRbcWH-W2mHoKTh8AD0dw3OGHN9x2lw&_nc_zt=24&_nc_ht=scontent-iad6-1.xx&_nc_gid=UGhyb3e4JxztsC_gwcwlHA&_nc_ss=7c2a8&oh=00_AQDJdlBhsZCdGImAbFgvONtM7_FNUVn1VolQ0_ISMSYozA&oe=6A600AF4","https://www.facebook.com/SaPusoMoAngParaisoKo","42","469315719853237","=== News Updates ===
   
 
Pangatlong paghampas ni 'Yolanda' naitala sa Cebu

 (Pilipino Star Ngayon) | Updated November 8, 2013 - 11:09am
 
Kita sa larawan ng NOAA ang mata ng bagyong Yolanda.

MANILA, Philippines – Sa pangatlong pagkakataon ay humampas sa kalupaan ang super typhoon “Yolanda,” ayon sa state weather bureau ngayong Biyernes ng umaga.

Sinabi ng PAGASA na humampas sa Daanbantayan, Cebu ang pang-24 na bagyo ngayong taon bandang 9:40 ng umaga.

Nauna nang binayo ng sinasabing pinakamalakas na bagyo sa buong mundo ngayong taon ang bayan ng Guiuan, Samar kaninang alas-4 ng umaga at tatlong oras lamang ang lumipas ay isinunod ang bayan ng Tolosa sa probinsya ng Leyte.

Kaugnay na balita: 'Yolanda' 2 beses humampas sa lupa; signal no.4 sa 21 lugar

Inaasahang lalapag pang muli sa kalupaan ng Negros Occidental si Yolanda, dagdag ng PAGASA.

 Naglabas ng red rainfall warning kaninang alas-10 ng umaga ang weather bureau para sa ilang bahagi ng Negors Occidental at Negros Oriental, kung saan inaasahang raragasa ang baha.

 
Samantala, makakaranas ng malakas hanggang matinding buhos ng ulan ang Surigao De lNorte, Surigao Del Sur, Agusan Del Norte, Misamis Oriental, Camiguin, Lanao Del Norte, Misamis Occidental, Maguindanao, Sultan Kudarat at Zamboanga Del Norte.

Mahina hanggang katamtamang pag-ulan naman sa Zamboanga del Sur, Zamboanga Sibugay, Zamboanga City, Lanao del Sur, Bukidnon, Agusan del Sur, Sulu, Basilan at Tawi-Tawi.

Sa lakas ng bagyo ay itinaas ng PAGASA ang public storm warning signal sa 21 lugar.

Inaasahang lalabas ng Philippine Area of Responsibility ang bagyo Sabado ng umaga base sa paggalaw nito na 39 kph.

<3 r0sas <3","282",,"282","122","1383887149000","https://www.facebook.com/photo.php?fbid=469315719853237&set=a.477767484385691&type=3"
"No photo description available.","605763006138464","photo","https://www.facebook.com/photo/?fbid=605763006138464&set=a.466126525556645","100064779034162","Homesick Ka Ba? Pasok Nah","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/308578268_466126552223309_8404280297532186137_n.jpg?stp=c31.0.550.550a_cp0_dst-jpg_tt6&cstp=mx550x550&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vOjQxXreOdMQ7kNvwHi17W-&_nc_oc=AdpUiu2OnOGzSogInzpHKqjOZEUn0tGle81DdAJiWJyOKiHUXRyEm7kN3Xg58wA_R8s&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=UGhyb3e4JxztsC_gwcwlHA&_nc_ss=7c2a8&oh=00_AQA-XAMidU9bRbu6Bh2mXYNNjH2YqIUoHgcRe-bItoL3vQ&oe=6A602619","https://www.facebook.com/profile.php?id=100064779034162","338","605763006138464","mga casualties early this morning sa Tacloban at ayon sa balita marami pa daw natambakan sa ilalim dulot pagragasa ng baha. R.I.P sa pamilya ng namatay. 

lupot","358",,"358","118","1384008640000","https://www.facebook.com/photo.php?fbid=605763006138464&set=a.466126525556645&type=3"
"No photo description available.","605646896150075","photo","https://www.facebook.com/photo/?fbid=605646896150075&set=a.466126525556645","100064779034162","Homesick Ka Ba? Pasok Nah","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/308578268_466126552223309_8404280297532186137_n.jpg?stp=c31.0.550.550a_cp0_dst-jpg_tt6&cstp=mx550x550&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vOjQxXreOdMQ7kNvwHi17W-&_nc_oc=AdpUiu2OnOGzSogInzpHKqjOZEUn0tGle81DdAJiWJyOKiHUXRyEm7kN3Xg58wA_R8s&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQDEylur0tzwzqK0hVdj513eUIG2L_x2f8A18kar_mrb3g&oe=6A602619","https://www.facebook.com/profile.php?id=100064779034162","234","605646896150075","Kasalukuyang binabalita sa
ABS-CBN ang nangyayari sa
TACLOBAN CITY, ayun kay Ted
Failon, marami ang namatay
at nakalutang sa
dalampasigan ng lalawigan.
May isa daw na evacuation
center ang napasukan ng
tubig dahil sa bilis na pagtaas
ng tubig at pagragasa ng
baha kahapon. Nanawagan
po ako sa lahat ng ating
kababayan na ipagdasal po
natin ang mga nasalanta ni
Yolanda at magbigay po tayo
ng tulong para sa kanila. Nasa
iisang bansa po tayo ,eto po
ang oras ng pagdadamayan.
Maraming salamat.

Panginoon hipuin mo po ang puso ng bawat isa na nabiktima ng bagyong yolanda. Bigyan mo po sila ng katatagan at lakas para sa pagharap ng bagong yugto ng kanilang buhay. Our deepest sympathy and condonlences sa mga namatayan ng pamilya lalo na sa tacloban leyte.

hkbpn family","548",,"548","142","1383988711000","https://www.facebook.com/photo.php?fbid=605646896150075&set=a.466126525556645&type=3"
"No photo description available.","605245656190199","photo","https://www.facebook.com/photo/?fbid=605245656190199&set=a.466126525556645","100064779034162","Homesick Ka Ba? Pasok Nah","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/308578268_466126552223309_8404280297532186137_n.jpg?stp=c31.0.550.550a_cp0_dst-jpg_tt6&cstp=mx550x550&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vOjQxXreOdMQ7kNvwHi17W-&_nc_oc=AdpUiu2OnOGzSogInzpHKqjOZEUn0tGle81DdAJiWJyOKiHUXRyEm7kN3Xg58wA_R8s&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQDEylur0tzwzqK0hVdj513eUIG2L_x2f8A18kar_mrb3g&oe=6A602619","https://www.facebook.com/profile.php?id=100064779034162","2","605245656190199","SILENTARIS
Bayanihan in the face of #YolandaPH from
Jonathan Magistrado, ABS-CBN:

 Binubuhat na bahay tuwing baha para kasamang ilikas

How many Likes for this BAYANIHAN?","134",,"134","12","1383903224000","https://www.facebook.com/photo.php?fbid=605245656190199&set=a.466126525556645&type=3"
"No photo description available.","220152674824783","photo","https://www.facebook.com/photo/?fbid=220152674824783&set=a.471097741250190","100050499039282","Filipinos Unite to Demand Apology from Devina Sharma - Dediva","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/255347683_471097751250189_278021735871331282_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx719x719&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=uMl7U3OqAVUQ7kNvwFxH0eQ&_nc_oc=AdrN3BUEgLhQJiI7wSRkNYr_7NtaPUnAgwnyBkL0v9dhWJ_bGYlbjnf0ZtlvaMXrVKQ&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQAiXziPlxkh0TBPIpRgUA7w8k-iyFt-qxmp4h13FDBHMw&oe=6A600B2C","https://www.facebook.com/profile.php?id=100050499039282","18","220152674824783","Missology's Last Prediction. 

Miss. Philippines Will Be Miss. Universe 2013. 

Magsama-sama Po Tayong Manalangin na Pagkatapos ng Lindol, Gyera, Bagyo, Katiwalian sa Gobyerno at Baha. Eh May Darating na Maraming Biyaya para Bumangon uli ang Ating bayan. 

Pls. Share This And Spread The Best Of Luck To Miss. Philippines Ariella Arida :-)","296",,"296","63","1383991201000","https://www.facebook.com/photo.php?fbid=220152674824783&set=a.471097741250190&type=3"
"No photo description available.","220169161489801","photo","https://www.facebook.com/photo/?fbid=220169161489801&set=a.471097741250190","100050499039282","Filipinos Unite to Demand Apology from Devina Sharma - Dediva","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/255347683_471097751250189_278021735871331282_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx719x719&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=uMl7U3OqAVUQ7kNvwFxH0eQ&_nc_oc=AdrN3BUEgLhQJiI7wSRkNYr_7NtaPUnAgwnyBkL0v9dhWJ_bGYlbjnf0ZtlvaMXrVKQ&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQAiXziPlxkh0TBPIpRgUA7w8k-iyFt-qxmp4h13FDBHMw&oe=6A600B2C","https://www.facebook.com/profile.php?id=100050499039282","34","220169161489801","Panalangin ng Bayan. 

Panginoong Makapangyarihan at Lumikha, Lumalapit po Kami sa Inyo bilang Inyong Mga Anak, na Kahit Kami ay makasalanan, Alam po Namin na Kami ay Inyong Papakinggan. Ipinagdarasal po namin sa Inyo ang mga Kaluluwa ng aming mga Kababayang sumakabilang buhay dahil sa Super Typhoon Yolanda. Lalo na sa Tacloban City, Kalibo Aklan at ang Parteng Visayas na lubhang naapektuhan ng Bagyo. Harinawa’y Sila ay Inyong mapatawad sa kanilang mga kasalanang nagawa, At patuluyin Mo po Sila sa Inyong Kaharian. Inilalapit din po Namin ang kaluluwa ng mga Kamag-anak ng Nasawi at nasalanta ng trahedyang ito na sana’y matanggap nila ng maluwag sa kanilang sarili ang nangyari, sa kanilang mga kamag-anak at kaibigan. Panginoon alam po namin na Kayo lamang ang nakakaalam ng mangyayari sa Aming Buhay kaya Sa Inyo namin Inihahabilin ang Aming mga Kaluluwa. Napakarami man pong Kaguluhan sa Bansa Namin Ngayon, dulot ng lindol, gyera, bagyo baha at katiwalian sa Gobyerno.  Alam po naming Kayo ang Kasa-kasama namin sa panibagong buhay at umagang aming haharapin. Nagpapasalamat po kami na kamiy hindi nyo hinayaang mapahamak. Nawa’y ang mga biktima ng ganitong trahedya ay mabilis na makabangon sa hirap na kanilang pinagdaraan ngayon, ng sa ganoon makapamuhay Sila ng Maayos ng Naaayon sa Inyong Kalooban. Sa Pangalan ni Hesus Kami ay Lumalapit sa Iyo Panginoon. 

`Amen <3 

Pls. Let us all Unite T Like and Share this Prayer For Our Country.


`Admin Jeff 
https://www.facebook.com/jeffrie.trillana?ref=ts&fref=ts","216",,"216","36","1383996477000","https://www.facebook.com/photo.php?fbid=220169161489801&set=a.471097741250190&type=3"
"No photo description available.","401592763300816","photo","https://www.facebook.com/photo/?fbid=401592763300816&set=a.587873620188887","100068987612270","Ang Buhay Pinoy","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/358694494_587873650188884_4092033179381283382_n.jpg?stp=c3.0.221.221a_cp0_dst-jpg_tt6&cstp=mx221x221&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=VWZTb-c_RwIQ7kNvwF-2wyF&_nc_oc=Adpzz_ltF8KNExkUwJnq_AVvKCqWivPWEJWeTXmvE_mNum9g095LC9belFp2YY8ddD0&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQCFoP-PnWuv028klcVlIsHoXfPAvwqktBlOEx0mpYKIAw&oe=6A6030A2","https://www.facebook.com/AngBuhayPinoy","7","401592763300816","PORK LIEMPO - malameg na at malakas ang hangin, nasa Manila na si "" YOLANDA kaya ingat ingat na lang mga Kabayan, magdala ng Payong at Jacket sa paglabas para iwas saket na rin, yung mga taga CALL CENTER mag ingat po sa pag uwe alam kung Umulan at Umaraw, Bagyo man o BAHA at kung ano anong darating na mga ano ... alam nyo na yun eh mag ingat po !

- Ang Buhay Pinoy -","158",,"158","25","1383899399000","https://www.facebook.com/photo.php?fbid=401592763300816&set=a.587873620188887&type=3"
"No photo description available.","622164671158058","photo","https://www.facebook.com/photo/?fbid=622164671158058&set=a.675538573947381","100044737320314","Tibok ng mga PuSo","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/310055898_675538597280712_4199185549357695616_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx645x645&ctp=s40x40&_nc_cat=103&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=OlNHAh3m0qMQ7kNvwG0IzoB&_nc_oc=AdqF6_vfeZyhtgyP5JYWtrN5QVgtAPWzX84m6_aqjolb3CNVPLE_oXsETOt_KZXSI7A&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=ckX7fknoH8Wi9crgcHHJEw&_nc_ss=7c2a8&oh=00_AQDLxvgeGRQuDBUQTxVWnta5DLs0yWkhwGD1GZH2t_NAZg&oe=6A602B16","https://www.facebook.com/bastapusoangusapan","47","622164671158058","ganyan na po katas ang baha
AT NAGBABADYA PA PO NG TIDal WAVES
SANA PO HINDI MATULOY

ADMIN #honey","111",,"111","68","1383878199000","https://www.facebook.com/photo.php?fbid=622164671158058&set=a.675538573947381&type=3"
"No photo description available.","605646896150075","photo","https://www.facebook.com/photo/?fbid=605646896150075&set=a.466126525556645","100064779034162","Homesick Ka Ba? Pasok Nah","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/308578268_466126552223309_8404280297532186137_n.jpg?stp=c31.0.550.550a_cp0_dst-jpg_tt6&cstp=mx550x550&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vOjQxXreOdMQ7kNvwHi17W-&_nc_oc=AdpUiu2OnOGzSogInzpHKqjOZEUn0tGle81DdAJiWJyOKiHUXRyEm7kN3Xg58wA_R8s&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQDZ6lBTxd00_uFX-zoGe6Z2Xbm8Larn7IaIdJ4b9Ne3_w&oe=6A602619","https://www.facebook.com/profile.php?id=100064779034162","234","605646896150075","Kasalukuyang binabalita sa
ABS-CBN ang nangyayari sa
TACLOBAN CITY, ayun kay Ted
Failon, marami ang namatay
at nakalutang sa
dalampasigan ng lalawigan.
May isa daw na evacuation
center ang napasukan ng
tubig dahil sa bilis na pagtaas
ng tubig at pagragasa ng
baha kahapon. Nanawagan
po ako sa lahat ng ating
kababayan na ipagdasal po
natin ang mga nasalanta ni
Yolanda at magbigay po tayo
ng tulong para sa kanila. Nasa
iisang bansa po tayo ,eto po
ang oras ng pagdadamayan.
Maraming salamat.

Panginoon hipuin mo po ang puso ng bawat isa na nabiktima ng bagyong yolanda. Bigyan mo po sila ng katatagan at lakas para sa pagharap ng bagong yugto ng kanilang buhay. Our deepest sympathy and condonlences sa mga namatayan ng pamilya lalo na sa tacloban leyte.

hkbpn family","548",,"548","142","1383988711000","https://www.facebook.com/photo.php?fbid=605646896150075&set=a.466126525556645&type=3"
"No photo description available.","605245656190199","photo","https://www.facebook.com/photo/?fbid=605245656190199&set=a.466126525556645","100064779034162","Homesick Ka Ba? Pasok Nah","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/308578268_466126552223309_8404280297532186137_n.jpg?stp=c31.0.550.550a_cp0_dst-jpg_tt6&cstp=mx550x550&ctp=s40x40&_nc_cat=111&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=vOjQxXreOdMQ7kNvwHi17W-&_nc_oc=AdpUiu2OnOGzSogInzpHKqjOZEUn0tGle81DdAJiWJyOKiHUXRyEm7kN3Xg58wA_R8s&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQDZ6lBTxd00_uFX-zoGe6Z2Xbm8Larn7IaIdJ4b9Ne3_w&oe=6A602619","https://www.facebook.com/profile.php?id=100064779034162","2","605245656190199","SILENTARIS
Bayanihan in the face of #YolandaPH from
Jonathan Magistrado, ABS-CBN:

 Binubuhat na bahay tuwing baha para kasamang ilikas

How many Likes for this BAYANIHAN?","134",,"134","12","1383903224000","https://www.facebook.com/photo.php?fbid=605245656190199&set=a.466126525556645&type=3"
"No photo description available.","220152674824783","photo","https://www.facebook.com/photo/?fbid=220152674824783&set=a.471097741250190","100050499039282","Filipinos Unite to Demand Apology from Devina Sharma - Dediva","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/255347683_471097751250189_278021735871331282_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx719x719&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=uMl7U3OqAVUQ7kNvwFxH0eQ&_nc_oc=AdrN3BUEgLhQJiI7wSRkNYr_7NtaPUnAgwnyBkL0v9dhWJ_bGYlbjnf0ZtlvaMXrVKQ&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQAqT8G6yR_tdeWGMy_bN_s0Gqrws0uFC1qLRSfN4U4U6A&oe=6A600B2C","https://www.facebook.com/profile.php?id=100050499039282","18","220152674824783","Missology's Last Prediction. 

Miss. Philippines Will Be Miss. Universe 2013. 

Magsama-sama Po Tayong Manalangin na Pagkatapos ng Lindol, Gyera, Bagyo, Katiwalian sa Gobyerno at Baha. Eh May Darating na Maraming Biyaya para Bumangon uli ang Ating bayan. 

Pls. Share This And Spread The Best Of Luck To Miss. Philippines Ariella Arida :-)","296",,"296","63","1383991201000","https://www.facebook.com/photo.php?fbid=220152674824783&set=a.471097741250190&type=3"
"No photo description available.","220169161489801","photo","https://www.facebook.com/photo/?fbid=220169161489801&set=a.471097741250190","100050499039282","Filipinos Unite to Demand Apology from Devina Sharma - Dediva","https://scontent-iad3-2.xx.fbcdn.net/v/t39.30808-1/255347683_471097751250189_278021735871331282_n.jpg?stp=cp0_dst-jpg_tt6&cstp=mx719x719&ctp=s40x40&_nc_cat=105&ccb=1-7&_nc_sid=2d3e12&_nc_ohc=uMl7U3OqAVUQ7kNvwFxH0eQ&_nc_oc=AdrN3BUEgLhQJiI7wSRkNYr_7NtaPUnAgwnyBkL0v9dhWJ_bGYlbjnf0ZtlvaMXrVKQ&_nc_zt=24&_nc_ht=scontent-iad3-2.xx&_nc_gid=zBweQSLAwdjXEDXDmdwdRA&_nc_ss=7c2a8&oh=00_AQAqT8G6yR_tdeWGMy_bN_s0Gqrws0uFC1qLRSfN4U4U6A&oe=6A600B2C","https://www.facebook.com/profile.php?id=100050499039282","34","220169161489801","Panalangin ng Bayan. 

Panginoong Makapangyarihan at Lumikha, Lumalapit po Kami sa Inyo bilang Inyong Mga Anak, na Kahit Kami ay makasalanan, Alam po Namin na Kami ay Inyong Papakinggan. Ipinagdarasal po namin sa Inyo ang mga Kaluluwa ng aming mga Kababayang sumakabilang buhay dahil sa Super Typhoon Yolanda. Lalo na sa Tacloban City, Kalibo Aklan at ang Parteng Visayas na lubhang naapektuhan ng Bagyo. Harinawa’y Sila ay Inyong mapatawad sa kanilang mga kasalanang nagawa, At patuluyin Mo po Sila sa Inyong Kaharian. Inilalapit din po Namin ang kaluluwa ng mga Kamag-anak ng Nasawi at nasalanta ng trahedyang ito na sana’y matanggap nila ng maluwag sa kanilang sarili ang nangyari, sa kanilang mga kamag-anak at kaibigan. Panginoon alam po namin na Kayo lamang ang nakakaalam ng mangyayari sa Aming Buhay kaya Sa Inyo namin Inihahabilin ang Aming mga Kaluluwa. Napakarami man pong Kaguluhan sa Bansa Namin Ngayon, dulot ng lindol, gyera, bagyo baha at katiwalian sa Gobyerno.  Alam po naming Kayo ang Kasa-kasama namin sa panibagong buhay at umagang aming haharapin. Nagpapasalamat po kami na kamiy hindi nyo hinayaang mapahamak. Nawa’y ang mga biktima ng ganitong trahedya ay mabilis na makabangon sa hirap na kanilang pinagdaraan ngayon, ng sa ganoon makapamuhay Sila ng Maayos ng Naaayon sa Inyong Kalooban. Sa Pangalan ni Hesus Kami ay Lumalapit sa Iyo Panginoon. 

`Amen <3 

Pls. Let us all Unite T Like and Share this Prayer For Our Country.


`Admin Jeff 
https://www.facebook.com/jeffrie.trillana?ref=ts&fref=ts","216",,"216","36","1383996477000","https://www.facebook.com/photo.php?fbid=220169161489801&set=a.471097741250190&type=3"
