url,twitterUrl,text,imageSeverity
https://x.com/TheMichinYeoja/status/1587348370561314816,https://twitter.com/TheMichinYeoja/status/1587348370561314816,"I grew up as Batang Pasig. As we live near the Pasog River, in Manila. Every time there's flood after a typhoon, I would often see helicopters flying above our neighbourhood and dropping relief goods. Kahit neck deep ang baha dati, &amp; not possible to reach us, we still get help.",NOT RELEVANT
https://x.com/madmoiselleRyle/status/1586364561686351872,https://twitter.com/madmoiselleRyle/status/1586364561686351872,"Keep safe, folks. I'm scared to drive my lowered car to church tomorrow bc as per ush baha na sa UN (better not manila), so trusting divine intervention will bring sunshine tomorrow puhleeease I have a 7am call time huhu",NOT RELEVANT
https://x.com/marjoriesnap/status/1587792490223915009,https://twitter.com/marjoriesnap/status/1587792490223915009,"I just started schooling that year (5 y/o).
I had to help my mother bring up our stuff to safety as our father is Manila-based for work.
It was one of those typhoons that literally left a (flood) mark to the walls our humble home back then.",NOT RELEVANT
https://x.com/marjoriesnap/status/1587791997766537216,https://twitter.com/marjoriesnap/status/1587791997766537216,"I was started schooling that year (5 y/o).
I had to help my mother bring up our stuff to safety as our father is Manila-based for work.
It was one of those typhoons that literally left a (flood) mark to the walls our humble home back then.",NOT RELEVANT
https://x.com/Ellecross0/status/1587767983530704902,https://twitter.com/Ellecross0/status/1587767983530704902,"@endthisdream How are you doing now? Is all ok, Windy? 

Our house in Manila also got flooded in too, but thankfully the flood subsided in the middle of the night. We lost some furniture though :/ but they can always be replaced.",NOT RELEVANT
https://x.com/PackandCarryAll/status/1587409733505282050,https://twitter.com/PackandCarryAll/status/1587409733505282050,"@SaltAndReality Did you know that PNoy canceled the Flood Control Project, which resulted to the continuous flooding in the Metro Manila... https://t.co/b0e0HMcSRZ",NOT RELEVANT
https://x.com/anthropam/status/1587276928155004928,https://twitter.com/anthropam/status/1587276928155004928,"Rice-terraces inspired park in Thailand. Combines flood management/climate adaptation with food security, waste management, leisure, and livelihood. 

Manila needs more hardworking green public spaces like this. Instead we have golf courses 🙄

https://t.co/1QSABPus0Q https://t.co/Y2GoOkfKmR",NOT RELEVANT
https://x.com/gl_PH13/status/1587171713053491202,https://twitter.com/gl_PH13/status/1587171713053491202,"@chai85775509 Anyone is capable of corruption. A wise leader would not just trust a European company just because they are European. 

Common sense dictates the project will not serve the purpose of significantly improving flood situation in Metro Manila.",NOT RELEVANT
https://x.com/jaesuhp/status/1586932239237271552,https://twitter.com/jaesuhp/status/1586932239237271552,my phone store is full ㅠㅠ sooo i’ll be posting my screenshots from my videos (i-pop u manila) sorry for the flood 😁,NOT RELEVANT
https://x.com/ThelmaDanny/status/1586708677989666817,https://twitter.com/ThelmaDanny/status/1586708677989666817,"@meralco Hi, sent PM again.. no reply.. we are in Paranaque, metro Manila .. no access problem at all, no flood,  nothing. Yet without electricity for more than 32 hours ! Nobody came again today.. pls help asap..",NOT RELEVANT
https://x.com/euphoricshine/status/1586690402027188224,https://twitter.com/euphoricshine/status/1586690402027188224,"grieving with all of my korean and filo moots. i’m in metro manila here in the ph and the flood almost came into our home again but luckily we’re all good now. stay safe, everyone!",NOT RELEVANT
https://x.com/ABSCBNNews/status/1586667626268270592,https://twitter.com/ABSCBNNews/status/1586667626268270592,"@anjo_bagaoisan Manila South Cemetery also removed stagnant flood water from inner roads of the cemetery. However, some other paths  remain submerged. https://t.co/yp8oW4E5Yx | via @anjo_bagaoisan",NOT RELEVANT
https://x.com/anjo_bagaoisan/status/1586666458079461376,https://twitter.com/anjo_bagaoisan/status/1586666458079461376,"Manila South Cemetery also removed stagnant flood water from inner roads of the cemetery. However, some other paths  remain submerged. https://t.co/q1fKojcz2u",NOT RELEVANT
https://x.com/etinarkadia/status/1586640715714809856,https://twitter.com/etinarkadia/status/1586640715714809856,Yes I say corporate greed because much of what has made Cavite more flood-prone is reclamation projects and houses + businesses being built in areas that are profitable (i.e. nearer roads that lead to Manila) but that are unsafe as fuck because they open out onto the water,NOT RELEVANT
https://x.com/ABSCBNNews/status/1586561693882015744,https://twitter.com/ABSCBNNews/status/1586561693882015744,"In Bagong Silangan Elementary School in Quezon City, it has almost been routinary for families to evacuate whenever a storm hits Metro Manila.

It is one of the most flood-prone area in the city, but evacuees have started going home to clean their houses. | via @JervisManahan https://t.co/c6twq8Cd2L",NOT RELEVANT
https://x.com/JervisManahan/status/1586561306777178114,https://twitter.com/JervisManahan/status/1586561306777178114,"In Bagong Silangan Elementary School in Quezon City, it has almost been routinary for families to evacuate whenever a storm hits Metro Manila.

It is one of the most flood-prone area in the city, but evacuees have started going home to clean their houses. #PaengPH @ABSCBNNews https://t.co/uzdUuIzFOO",NOT RELEVANT
https://x.com/SimplyJonaA/status/1586552304135680002,https://twitter.com/SimplyJonaA/status/1586552304135680002,@mmda flood situation in Manila please. Thank you,NOT RELEVANT
https://x.com/onenewsph/status/1586543331282423809,https://twitter.com/onenewsph/status/1586543331282423809,"Flood in Metro Manila

People wade through knee-deep floods in Las Piñas, following the heavy rains brought by Tropical Storm #PaengPH.

📷 Reuters/Lisa Marie David https://t.co/8Qnp6ojJSI",MODERATE
https://x.com/Rhatomi/status/1586400726628339712,https://twitter.com/Rhatomi/status/1586400726628339712,"This severe tropical storm actually hit Manila pretty bad. I mean, like seriously bad. The wind was wild and that non stop heavy rain causing flood almost everywhere. Malls are even close at 5pm. https://t.co/9qck46gPjm",NOT RELEVANT
https://x.com/newswatchplusph/status/1586383893422256129,https://twitter.com/newswatchplusph/status/1586383893422256129,"JUST IN: PAGASA raises red rainfall warning over Metro Manila, Rizal, Bulacan, and Pampanga at 11pm due to Severe Tropical Storm #PaengPH.

Under this heavy rainfall alert, residents should take the necessary precautions as severe flooding is expected in flood-prone areas.",NOT RELEVANT
https://x.com/chadrtmy/status/1586365180035756032,https://twitter.com/chadrtmy/status/1586365180035756032,Flood prone areas in and around metro manila are battered with heavy rains and are flooded in low-lying areas. Please send help when able. #PaengPH,NOT RELEVANT
https://x.com/luvrrjk/status/1586377247371726848,https://twitter.com/luvrrjk/status/1586377247371726848,daming towns here in Cavite lubog na sa baha 😭 people are already in the roof of their house,NOT RELEVANT
https://x.com/BoracayTOURIST/status/1586283062245015552,https://twitter.com/BoracayTOURIST/status/1586283062245015552,"#Category1PH #PaengPH #Nalgae
150KpH 50mm ⛈ #RainfallPH
#OndoyWas300mm #Ondoy2
#PHstrandedPassengers
29Sat #2022OctPH🌴
#BoracayTOURISTmap 🌴
#CaticlanJettyPort
#Boracay #Caticlan #Cagban Jetty Port
#BalikbayaN-I 🇵🇭 #2mManilaCommuters
#Philippines #Cebu #Manila
weather baha ulan https://t.co/L0haTQYlq3",NOT RELEVANT
