url,twitterUrl,text,imageSeverity
https://x.com/LunaAlyeska/status/1574052330357477377,https://twitter.com/LunaAlyeska/status/1574052330357477377,"a lot of marikina peeps have ondoy trauma and we can all feel that tonight 😖 gusto ko na magpatay ng ilaw but halos 17m na ang river.

di naman namin need mag evacuate but it's still scary + after nung ulysses i had a frickin complicated uti bec of the baha so i haaaate this",NOT RELEVANT
https://x.com/MMDA/status/1574310483003203584,https://twitter.com/MMDA/status/1574310483003203584,"Dimayuga inspected C-6 Taguig Pumping Station, Effective Flood Control Operation System (EFCOS) in Pasig, and the proposed location for a pumping station to be built at Tatalon/Araneta in Quezon City. #mmda #KardingPH https://t.co/hbdCaj29AT",NOT RELEVANT
https://x.com/geoleighyers/status/1574233929833672709,https://twitter.com/geoleighyers/status/1574233929833672709,"Sharing this informercial Barangay Santolan in Pasig City has posted on YT. We were supposed to have a flood hazard mapping workshop tomorrow there but due to #KardingPH,  we had to postpone it. I'm just really happy they have this plan. @PasigInfo 
https://t.co/bvLMb21MX6",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574339500519858176,https://twitter.com/PAGASAFFWS/status/1574339500519858176,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  5:00pm to 6:00pm https://t.co/9ymZgwGCYQ",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574334484815974400,https://twitter.com/PAGASAFFWS/status/1574334484815974400,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  4:00pm to 5:00pm https://t.co/vK3WC39A8w",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574323068369240064,https://twitter.com/PAGASAFFWS/status/1574323068369240064,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  3:00pm to 4:00pm https://t.co/dL89UQStUA",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574295421379551232,https://twitter.com/PAGASAFFWS/status/1574295421379551232,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  2:00pm to 3:00pm https://t.co/gJHGLrsA3C",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574279091393802240,https://twitter.com/PAGASAFFWS/status/1574279091393802240,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  1:00pm to 2:00pm https://t.co/5LYxbKuggr",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574264093019893761,https://twitter.com/PAGASAFFWS/status/1574264093019893761,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  12:00pm to 1:00pm https://t.co/3n1eWG4CQ9",NOT RELEVANT
https://x.com/dwiz882/status/1574254069962592256,https://twitter.com/dwiz882/status/1574254069962592256,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 

Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022

From:  11:00am to 12:00pm I via Dost_pagasa https://t.co/UbsseTe8d2",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574251527107391488,https://twitter.com/PAGASAFFWS/status/1574251527107391488,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From:  11:00am to 12:00pm https://t.co/RVquWaQC4y",NOT RELEVANT
https://x.com/iorbitnews/status/1574241148079468544,https://twitter.com/iorbitnews/status/1574241148079468544,"DPWH augments existing river control in Porac - https://t.co/l1OQw1pZQy

Department of Public Works and Highways (DPWH) completed a flood control structure on the banks of the Pasig-Potrero River at barangay Manuali in Porac, Pampanga.

It consists of a 232.54-lineal meter ... https://t.co/n5DtzkFYDA",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574233887152435200,https://twitter.com/PAGASAFFWS/status/1574233887152435200,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From: 9:00am to 10:00am &amp; 10:00am to 11:00am https://t.co/4qnhAZ2Xcd",NOT RELEVANT
https://x.com/PAGASAFFWS/status/1574210154031353856,https://twitter.com/PAGASAFFWS/status/1574210154031353856,"Data Source: MMDA - EFCOS⁩: EFFECTIVE FLOOD CONTROL OPERATION SYSTEM (EFCOS) 
Rainfall and Water level for Pasig-Marikina River Basin
September 26, 2022
From: 8:00am to 9:00am https://t.co/aBwCOuudZr",NOT RELEVANT
