url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,SEVERITY LEVEL
https://x.com/TheMichinYeoja/status/1587348370561314816,https://twitter.com/TheMichinYeoja/status/1587348370561314816,1587348370561314816,"I grew up as Batang Pasig. As we live near the Pasog River, in Manila. Every time there's flood after a typhoon, I would often see helicopters flying above our neighbourhood and dropping relief goods. Kahit neck deep ang baha dati, &amp; not possible to reach us, we still get help.",0,0,0,0,Tue Nov 01 07:38:37 +0000 2022,0,FALSE,FALSE,SEVERE
https://x.com/madmoiselleRyle/status/1586364561686351872,https://twitter.com/madmoiselleRyle/status/1586364561686351872,1586364561686351872,"Keep safe, folks. I'm scared to drive my lowered car to church tomorrow bc as per ush baha na sa UN (better not manila), so trusting divine intervention will bring sunshine tomorrow puhleeease I have a 7am call time huhu",0,0,0,0,Sat Oct 29 14:29:19 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/marjoriesnap/status/1587792490223915009,https://twitter.com/marjoriesnap/status/1587792490223915009,1587792490223915009,"I just started schooling that year (5 y/o).
I had to help my mother bring up our stuff to safety as our father is Manila-based for work.
It was one of those typhoons that literally left a (flood) mark to the walls our humble home back then.",0,0,0,0,Wed Nov 02 13:03:24 +0000 2022,0,FALSE,TRUE,NOT RELEVANT
https://x.com/marjoriesnap/status/1587791997766537216,https://twitter.com/marjoriesnap/status/1587791997766537216,1587791997766537216,"I was started schooling that year (5 y/o).
I had to help my mother bring up our stuff to safety as our father is Manila-based for work.
It was one of those typhoons that literally left a (flood) mark to the walls our humble home back then.",0,1,0,0,Wed Nov 02 13:01:26 +0000 2022,0,FALSE,TRUE,NOT RELEVANT
https://x.com/Ellecross0/status/1587767983530704902,https://twitter.com/Ellecross0/status/1587767983530704902,1587767983530704902,"@endthisdream How are you doing now? Is all ok, Windy? 

Our house in Manila also got flooded in too, but thankfully the flood subsided in the middle of the night. We lost some furniture though :/ but they can always be replaced.",0,1,3,0,Wed Nov 02 11:26:01 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/PackandCarryAll/status/1587409733505282050,https://twitter.com/PackandCarryAll/status/1587409733505282050,1587409733505282050,"@SaltAndReality Did you know that PNoy canceled the Flood Control Project, which resulted to the continuous flooding in the Metro Manila... https://t.co/b0e0HMcSRZ",0,0,2,0,Tue Nov 01 11:42:27 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/anthropam/status/1587276928155004928,https://twitter.com/anthropam/status/1587276928155004928,1587276928155004928,"Rice-terraces inspired park in Thailand. Combines flood management/climate adaptation with food security, waste management, leisure, and livelihood. 

Manila needs more hardworking green public spaces like this. Instead we have golf courses 🙄

https://t.co/1QSABPus0Q https://t.co/Y2GoOkfKmR",0,1,9,0,Tue Nov 01 02:54:44 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/gl_PH13/status/1587171713053491202,https://twitter.com/gl_PH13/status/1587171713053491202,1587171713053491202,"@chai85775509 Anyone is capable of corruption. A wise leader would not just trust a European company just because they are European. 

Common sense dictates the project will not serve the purpose of significantly improving flood situation in Metro Manila.",0,2,0,0,Mon Oct 31 19:56:39 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/jaesuhp/status/1586932239237271552,https://twitter.com/jaesuhp/status/1586932239237271552,1586932239237271552,my phone store is full ㅠㅠ sooo i’ll be posting my screenshots from my videos (i-pop u manila) sorry for the flood 😁,0,0,0,0,Mon Oct 31 04:05:04 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
https://x.com/ThelmaDanny/status/1586708677989666817,https://twitter.com/ThelmaDanny/status/1586708677989666817,1586708677989666817,"@meralco Hi, sent PM again.. no reply.. we are in Paranaque, metro Manila .. no access problem at all, no flood,  nothing. Yet without electricity for more than 32 hours ! Nobody came again today.. pls help asap..",0,1,0,0,Sun Oct 30 13:16:43 +0000 2022,0,FALSE,FALSE,NOT RELEVANT
