url,twitterUrl,id,text,retweetCount,replyCount,likeCount,quoteCount,createdAt,bookmarkCount,isRetweet,isQuote,SEVERITY LEVEL
https://x.com/hotchaer/status/1447593697655197697,https://twitter.com/hotchaer/status/1447593697655197697,1447593697655197697,"Cagayan has one of the largest dams in the Philippines ( Magat Dam) It also supplies electricity in Metro Manila. Once na mag-open sila ng gates, lalong tataas ang baha plus we have the longest river in the Philippines which is the Cagayan River at umapaw na din po.",26,1,27,1,Mon Oct 11 16:03:27 +0000 2021,0,FALSE,FALSE,NOT RELEVANT
https://x.com/todongpnoy/status/1448758004736671749,https://twitter.com/todongpnoy/status/1448758004736671749,1448758004736671749,"It’s unfortunate when CoryA canceled the flood spillway plans of FEM to prevent metro Manila, Marikina floods. Infrastructures are needed to help the economy of the Philippines. Build build build are must.",0,0,0,0,Thu Oct 14 21:09:59 +0000 2021,0,FALSE,TRUE,NOT RELEVANT
https://x.com/FEUTechACES/status/1448606576483340289,https://twitter.com/FEUTechACES/status/1448606576483340289,1448606576483340289,"—𝐒𝐲𝐬𝐭𝐞𝐦 𝐮𝐬𝐢𝐧𝐠 𝐭𝐡𝐞 𝐒𝐭𝐨𝐫𝐦𝐰𝐚𝐭𝐞𝐫 𝐌𝐚𝐧𝐚𝐠𝐞𝐦𝐞𝐧𝐭 𝐌𝐨𝐝𝐞𝐥 (𝐒𝐌𝐌) 𝐭𝐨 𝐦𝐢𝐭𝐢𝐠𝐚𝐭𝐞 𝐭𝐡𝐞 𝐟𝐥𝐨𝐨𝐝 𝐩𝐫𝐨𝐛𝐥𝐞𝐦𝐬 𝐢𝐧 𝐒𝐚𝐦𝐩𝐚𝐥𝐨𝐜, 𝐌𝐚𝐧𝐢𝐥𝐚.",1,1,1,0,Thu Oct 14 11:08:16 +0000 2021,0,FALSE,FALSE,NOT RELEVANT
https://x.com/TIRAMBULOTOPE/status/1447802293034700803,https://twitter.com/TIRAMBULOTOPE/status/1447802293034700803,1447802293034700803,"40 laptop computers of state-run Licerio Antiporda Sr. National High School in Buguey Town, Cagayan Province (584km away from capital city; Manila) were submerged in massive flood brought by Severe Tropical Storm #MaringPH with int'l name; Kompasu. @EHAhaber @news_EHA @eha_news https://t.co/zugo3A46YG",0,0,0,0,Tue Oct 12 05:52:20 +0000 2021,0,FALSE,FALSE,SEVERE
https://x.com/wolverinabee/status/1447709926202114048,https://twitter.com/wolverinabee/status/1447709926202114048,1447709926202114048,Vegetables from up north are submerged in flood or stuck on roads and can't get to Manila due to landslides. Expect higher prices in the coming days #climatecrisis,1,0,0,0,Mon Oct 11 23:45:18 +0000 2021,0,FALSE,FALSE,NOT RELEVANT
https://x.com/kamiruizu/status/1447609193070940162,https://twitter.com/kamiruizu/status/1447609193070940162,1447609193070940162,"Bits of the tropical storm passed by Metro Manila and within minutes we were already scooping up flood water out of the kitchen. The drain outside was not prepared for the sudden downpour. The winds were also typhoon level. 

I’m having anxiety for the next storm surges. wtf",0,0,0,0,Mon Oct 11 17:05:01 +0000 2021,0,FALSE,FALSE,SEVERE
https://x.com/melmarcos2017/status/1447383500076695552,https://twitter.com/melmarcos2017/status/1447383500076695552,1447383500076695552,@aq_si_tata @AngManunupa Then Isko ran as mayor last election. So then do you get how Isko used people to propel his ambition. When election was so near Isko castigated Sara for lavishly flood d streets of tarpaulins not vaccines. After Leni helped Isko additional vaccine in Manila now Isko target leni!,0,0,4,0,Mon Oct 11 02:08:12 +0000 2021,0,FALSE,FALSE,NOT RELEVANT
https://x.com/user54321123456/status/1447608875721445378,https://twitter.com/user54321123456/status/1447608875721445378,1447608875721445378,"Cagayan has one of the largest dams in the Philippines which is the Magat Dam. It also supplies electricity in Metro Manila. Once na mag-open sila ng gates, lalong tataas ang baha plus we have the longest river in the Philippines which is the Cagayan River #CagayanValleyNeedsHelp",0,1,0,0,Mon Oct 11 17:03:45 +0000 2021,0,FALSE,FALSE,NOT RELEVANT
https://x.com/manilabulletin/status/1448135413449691141,https://twitter.com/manilabulletin/status/1448135413449691141,1448135413449691141,"IN PHOTOS: In Barangay Rimos, Luna, La Union almost residential houses are still on flood due to heavy rainfall and strong wind caused by Typhoon Maring. (📸 Barangay Rimos 5) | @erwin_beleo https://t.co/2egF2FZPwP",4,0,13,0,Wed Oct 13 03:56:02 +0000 2021,0,FALSE,FALSE,SEVERE
https://x.com/manilabulletin/status/1448913171079593984,https://twitter.com/manilabulletin/status/1448913171079593984,1448913171079593984,"FLOOD UPDATE: MMDA advises motorists of flooding in the following areas, as of 2:28 pm:

• EDSA Aurora NB - gutter-deep
• EDSA NB Cubao MRT station - half-gutter-deep &amp; moderate traffic 
• EDSA Santolan NB - 6 inches-deep &amp; moderate to slow moving traffic | @mbseppedrajas",1,2,3,0,Fri Oct 15 07:26:34 +0000 2021,0,FALSE,FALSE,MILD
