url,twitterUrl,text,imageSeverity
https://x.com/zrnalxs/status/1322872373196980224,https://twitter.com/zrnalxs/status/1322872373196980224,"I have never known the concept of ""baha"" until I've seen the furry of Ondoy in Manila because it never flooded in Marinduque. Because of #TyphoonRollyPH, this is the first time I've seen flash floods in my province.",NOT RELEVANT
https://x.com/the_pearl_lover/status/1322368214953730048,https://twitter.com/the_pearl_lover/status/1322368214953730048,"@G_A_Cabreros @mrsunlawyer Gem, please take care!Manila is very dangerous for now.Storm surge that is tsunami like can be scary.

The airport in Tacloban is sorrounded by bodies of water.Akala nila storm surge baha, d nila inakala na mala tsunami siya.Villages around the airport reported alot of casualties",NOT RELEVANT
https://x.com/mapakalamidad/status/1322493394036219905,https://twitter.com/mapakalamidad/status/1322493394036219905,Super Typhoon Goni is quickly approaching Metro Manila and Central Luzon! Help save lives by submitting a flood report near you. Tweet #flood or #baha to @mapakalamidad to share real-time flood information near you. #ReducingRiskTogether #RollyPH https://t.co/52Nkpsahjq,NOT RELEVANT
https://x.com/maybahaba/status/1322733252159918082,https://twitter.com/maybahaba/status/1322733252159918082,"RT @bobreyes: Metro Manila is now under Signal #4 as of 8AM. 

Projection from Weather Underground shows #RollyPH hitting the vicinity of Lemery, Batangas tonight at 8PM. 
#WeatherPH #MayBahaBa #MayBagyoBa https://t.co/ie0lzAKTKo",NOT RELEVANT
https://x.com/MarkJustMark/status/1323072813775810560,https://twitter.com/MarkJustMark/status/1323072813775810560,"@TDotGinger There are a lot of areas that get hit really bad here. For Metro Manila, the main problem is flooding. Surprisingly, though, some areas in my city were flood-free yesterday.",NOT RELEVANT
https://x.com/TheManilaTimes/status/1322751225285267456,https://twitter.com/TheManilaTimes/status/1322751225285267456,THE city government of Manila started the forced evacuation of residents in flood-prone areas shortly after the weather bureau hoisted Typhoon Signal Number 4 in Metro Manila. Mayor Francisco “Isko Moreno” Domagoso ordered the evacuation of residents in... https://t.co/0ZGC1rLGcC,NOT RELEVANT
https://x.com/Armageddan_/status/1322837532191584257,https://twitter.com/Armageddan_/status/1322837532191584257,"No flood threateninv rains so far, atleast sa area namin dito sa Manila...
But the wind is battering.",NOT RELEVANT
https://x.com/tinstax/status/1322424895339257865,https://twitter.com/tinstax/status/1322424895339257865,"santi/mirinae (2009): 11 years ago may bagyong dumaan sa metro manila.

not as strong as milenyo and not an ondoy-level rainmaker, but still powerful enough to knock power out &amp; flood our house again, just days after the flood from ondoy receded. the water would stay til november",NOT RELEVANT
https://x.com/jpsoriano/status/1323679035369480193,https://twitter.com/jpsoriano/status/1323679035369480193,"JUST IN: FCDO Minister for Asia, Nigel Adams through the British Embassy in Manila announced, UK will contribute a total of £1 million (Over P63 M) to help victims of Typhoon Rolly in the Philippines &amp; flood victims in Vietnam .@gmanews @gmanewsbreaking https://t.co/YzOVeM4Czg",NOT RELEVANT
https://x.com/PIACaraga/status/1323535692211789825,https://twitter.com/PIACaraga/status/1323535692211789825,"No major flooding was reported on the streets of Metro Manila following the downpour brought by typhoon “Rolly” can be attributed to the MMDA’s flood control measures.
Read more:
https://t.co/sIGSBW17R5
#InformInformInform #LagingHanda",NOT RELEVANT
https://x.com/PIADesk/status/1323497646531710977,https://twitter.com/PIADesk/status/1323497646531710977,"No major flooding was reported on the streets of Metro Manila following the downpour brought by typhoon “Rolly” can be attributed to the MMDA’s flood control measures.
Read more:
https://t.co/MKqyGBCz5l
#InformInformInform #LagingHanda",NOT RELEVANT
https://x.com/PIADesk/status/1323497635274129408,https://twitter.com/PIADesk/status/1323497635274129408,"No major flooding was reported on the streets of Metro Manila following the downpour brought by typhoon “Rolly” can be attributed to the MMDA’s flood control measures.
Read more:
https://t.co/MKqyGBU9WT
#InformInformInform #LagingHanda",NOT RELEVANT
https://x.com/sovereignnewsph/status/1323496805313642497,https://twitter.com/sovereignnewsph/status/1323496805313642497,"🔵 The Metropolitan Manila Development Authority (MMDA) said no major flooding was reported on the streets of Metro Manila following the downpour brought by typhoon “Rolly,” which can be attributed to the agency’s flood control measures.

Read [https://t.co/zh2KsvPToC] https://t.co/EWQu4H2EHT",NOT RELEVANT
https://x.com/larajianni/status/1323189476298928128,https://twitter.com/larajianni/status/1323189476298928128,"LOOK: Thousands of residents from flood-prone areas staying at an evacuation center in Tondo Manila. 

From Basilio Sepe/Greenpeace on Greenpeace Philippines' Facebook page | @MovePH https://t.co/mclJFOczkj",NOT RELEVANT
